Kategooria;Mark;Mudel;Keretüüp;Väljalaske aasta;Mootori tüüp;Mootori võimsus;Maakond;Arv
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1995;Bensiin kat.;85;Saare Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1995;Bensiin kat.;85;Tartu Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1995;Bensiin kat.;85;Valga Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1995;Bensiin kat.;85;Võru Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin;66;Ida-Viru Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin;66;Viljandi Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Harju Maakond;28
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Ida-Viru Maakond;29
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Jõgeva Maakond;2
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Järva Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Lääne Maakond;2
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Lääne-Viru Maakond;11
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Määramata;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Põlva Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Pärnu Maakond;8
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Rapla Maakond;6
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Saare Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Tartu Maakond;9
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Valga Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Viljandi Maakond;6
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;66;Võru Maakond;6
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;73;Harju Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;85;Harju Maakond;13
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;85;Hiiu Maakond;1
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;85;Ida-Viru Maakond;6
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;85;Jõgeva Maakond;3
M1;MITSUBISHI;CARISMA;LUUKPÄRA;1996;Bensiin kat.;85;Lääne Maakond;1
